vec,word
"""[-0.294903, 0.092574, -0.567394, -0.868093, 0.044728, -0.072669, 0.191755, 0.383354, 0.014156, -0.190619, 0.597517, -0.372113, 0.438657, 0.153494, 0.233269, -0.408419, 0.777379, -0.202756, 0.602361, 1.07161, -0.335148, 0.832295, 0.302905, -0.53176, -0.0587728, -0.860816, 0.054041, 0.0985807, -0.188386, -0.143293, -0.267995, 0.59154, -0.31842, 0.154301, -0.042173, 0.107059, 0.316657, 0.697163, 0.832507, 0.0224712, -0.119368, -0.199041, 0.570164, 0.155616, 0.56209, 0.763128, 0.025745, -0.47886, -0.639597, 0.333529, -0.18973, -0.323644, -0.581216, 0.627638, 0.67228, 0.175515, -0.825525, -0.655815, 0.093467, -0.215169, 0.068537, 1.01717, -0.567878, -0.288072, 0.320512, -0.231622, -0.0917188, -0.225793, -0.711556, -1.54774, -0.143668, -0.381358, 0.226379, -0.144213, 0.18852, -0.379331, 0.831794, 0.253746, 0.510577, 0.389163, 0.436228, 0.295755, 0.0859216, -0.045286, -0.103531, 0.078519, 0.0830818, -0.535376, 0.935827, 0.393586, 0.0586366, -0.430258, -0.016601, -0.169269, -0.604324, 0.331113, 0.158579, -0.180021, -0.504261, -0.385404, 0.122021, 0.901156, 0.812084, -0.272652, 0.20432, 0.243203, 0.048059, -0.387359, 0.041053, 0.377602, 0.39577, 0.339583, 0.0482857, -0.578455, -0.712364, 0.184877, 0.268529, -0.188649, -0.54032, 0.905812, -0.221968, -0.209549, -0.0420407, 0.416857, -0.589869, 0.536511, -0.590223, -0.430298]""",看辆
"""[-0.21365, 0.46022, 0.295802, -0.0612064, 0.257072, -0.600328, -0.53922, -0.186365, 0.140614, -0.244728, -0.277345, -0.315743, 0.48696, 0.0829384, 0.0922859, 0.123757, 0.658376, 0.286356, 0.621239, -0.170277, 0.587484, 0.0059696, -0.184124, 0.154757, 0.244565, -0.109456, 0.0786045, -0.0694513, -0.0334702, 0.423095, -0.132704, 0.162271, 0.0159618, -0.48869, 0.0202306, 0.167613, 0.161588, 0.0387277, 0.179445, 0.37771, 0.289005, 0.474105, 0.0361951, 0.512134, -0.0719418, -0.0251777, 0.309833, -0.321426, -0.562481, 0.16574, -0.215322, 0.645308, -0.240883, -0.0636739, -0.280193, -0.373775, -0.010212, 0.0536481, 0.0366824, -0.487677, 0.0351965, -0.196663, 0.0282098, -0.297241, -0.389008, -0.0833845, -0.404765, 0.566836, -0.618245, -0.615236, 0.299711, 0.492646, 0.139321, 0.0256702, 0.132972, -0.266078, -0.427075, -0.0154816, 0.0577044, -0.337703, 0.468903, -0.359983, 0.297434, 0.220427, 0.0216587, 0.0665651, 0.081081, -0.218315, 0.0583139, 0.193308, -0.233843, 0.118848, 0.0413642, -0.244947, 0.0399826, 0.36539, 0.0286557, 0.13433, -0.616318, -0.136998, 0.0328175, 0.0874613, 0.179756, -0.206539, -0.102699, 0.270932, -0.0509706, 0.252656, 0.0364812, -0.0610125, -0.304319, 0.402704, -0.00957397, -0.0660189, -0.198725, -0.123543, -0.128417, -0.329835, -0.588458, -0.0391945, 0.2135, -0.126241, -0.346082, 0.00987038, 0.300606, 0.259438, 0.321091, 0.0150204]""",长安
"""[-0.0141671, 0.00841615, 0.0518855, 0.0348743, -0.0382532, -0.0405746, -0.0601155, -0.0395571, -0.0362734, -0.0232366, -0.0461431, 0.00688195, 0.0011536, 0.0178419, -0.0518477, 5.18558e-05, -0.048436, 0.0235719, 0.00939214, 0.0154876, -0.0501971, -0.000525335, 0.00561475, -0.00403195, 0.0199407, -0.00309949, 0.0381996, 0.0125807, 0.0380968, 0.0451178, 0.0353267, -0.0335744, -0.0266474, 0.0651882, -0.0224606, -0.00498471, 0.0408536, -0.0323578, -0.0246918, -0.0444263, 0.00395477, 0.0197907, 0.00653639, 0.0455039, -0.0106521, 0.0169962, -0.0261608, -0.0101287, -0.00565915, 0.0560187, 0.0106218, -0.0105034, 0.0158969, -0.0381939, 0.0365428, -0.0193806, 0.0171876, 0.0679538, 0.0502883, 0.0155455, 0.0131369, 0.0277013, 0.0429054, -0.038882, 0.0225587, -0.051141, -0.00132198, 0.0320492, -0.0197503, -0.0268131, 0.0453923, 0.0275715, 0.0625433, 0.00109882, 0.0107811, -0.00584917, -0.0265904, -0.0325958, 0.0443121, 0.00430819, -0.0660399, 0.000288977, -0.0317043, 0.00504697, 0.0381838, 0.0531711, 0.0246316, 0.0126865, 0.025604, 0.00926036, -0.00976116, -0.0100571, 0.00834405, -0.0482964, 0.00576373, -0.0402189, -0.0608278, -0.0383695, -0.0324795, -0.0243847, -0.0254649, 0.0435654, 0.0337901, -0.0198163, 0.00569191, 0.00103906, 0.0185552, 0.0413271, 0.0181869, -0.00954646, 0.0174227, 0.00370297, -0.0241751, 0.0188717, -0.013642, 0.0555912, -0.000464651, -0.00715267, 0.00833745, -0.0500483, 0.0612925, 0.0153978, -0.0073917, 0.0103787, 0.018371, -0.0408953, 0.038211, 0.0147343]""",CS15
"""[-0.0377105, 0.0716182, -0.278415, 0.105116, -0.14687, 0.159514, 0.394052, -0.0800827, 0.370772, -0.110335, -0.16233, -0.0495347, -0.114162, -0.0944152, 0.260435, -0.905377, 0.395619, -0.596512, -0.235442, -0.0432681, 0.0262602, 0.503363, 0.558066, 0.0248167, -0.402018, -0.384483, 0.440688, -0.0813283, 0.168312, 0.016928, 0.558981, 0.428158, 0.305116, 0.0870722, 0.0237067, -0.230813, 0.354092, 0.287709, 0.547944, -0.160274, -0.475064, -0.208357, 0.554984, -0.170097, 0.145701, 0.222855, -0.340997, 0.221941, -0.232647, -0.253806, 0.186404, -0.64589, -0.0887378, 0.33331, 0.421978, -0.155139, 0.22723, -0.531707, 0.265989, -0.540723, -0.240551, 0.00896018, -0.132633, 0.0898029, 0.579987, 0.0432431, -0.003909, -0.430193, -0.174413, -0.522938, -0.311528, -0.571601, 0.407037, 0.0450613, -0.356752, -0.341789, 0.397271, -0.0742069, -0.0357895, 0.370435, 0.305619, -0.327379, 0.0839852, -0.164604, 0.095723, 0.0616514, 0.0148787, 0.384832, 0.271065, 0.572202, 0.261085, -0.0145686, 0.294165, 0.0226846, -0.0331055, 0.07124, 0.0197614, -0.241651, 0.00964022, -0.224645, -0.0810019, 0.302219, 0.156124, 0.134375, 0.414617, 0.436737, -0.0121945, -0.51918, -0.0260524, 0.291239, -0.193555, 0.22056, -0.152284, 0.0357451, -0.472544, 0.0775759, -0.316388, 0.150823, -0.783619, 0.587641, -0.52593, -0.493225, 0.25504, -0.0650476, 0.0905312, -0.0792, -0.136203, -0.170192]""",的
"""[0.0450362, 0.38562, -0.0220904, -0.130991, 0.235923, -0.438572, 0.113008, 0.00153057, -0.0831599, 0.0505456, 0.299662, -0.342336, 0.381469, 0.209221, 0.0338208, -0.600744, 0.0510736, -0.671106, 0.645993, 0.419056, 0.122131, -0.097967, 0.18916, 0.414369, 0.186065, -0.0909349, -0.179236, 0.0965849, 0.527747, 0.00237437, 0.207732, 0.0307101, -0.0549082, -0.0504861, -0.128634, 0.232588, 0.287141, 0.079358, -0.0309485, 0.024962, -0.438219, 0.0596023, -0.260117, -0.349016, 0.301866, 0.354933, 0.232605, 0.28196, 0.198698, 0.167314, 0.157162, 0.368993, -0.481193, 0.424349, 0.361801, -0.278159, -0.129171, -0.0665362, 0.0551865, -0.16468, 0.199596, 0.358376, 0.159196, -0.367593, -0.0754466, 0.105405, 0.181423, -0.346544, 0.00718588, -0.266261, 0.161329, -0.270463, -0.0909034, -0.0364172, -0.433388, -0.154511, 0.524326, 0.445783, 0.390428, -0.133011, 0.281112, -0.482393, 0.61732, 0.186087, 0.156233, 0.15617, -0.0257573, 0.087695, -0.293278, 0.45531, 0.0673057, -0.0810601, 0.255825, -0.268183, -0.335255, -0.101559, 0.0154792, 0.121439, -0.313137, -0.134373, 0.222186, 0.336008, -0.026493, -0.168462, 0.333025, 0.0218955, -0.272163, -0.221912, 0.129582, -0.236854, 0.197601, -0.175056, -0.00889263, -0.197511, 0.0856514, 0.0897785, -0.166086, -0.0175631, -0.452463, 0.262201, -0.0670914, -0.171819, -0.0290157, 0.17274, 0.162235, 0.284691, 0.00153518, -0.353363]""",车
"""[0.245352, 0.145608, -0.146048, -0.098431, 0.110615, -0.0891862, -0.277443, 0.171736, 0.0773568, -0.603554, -0.0264887, 0.0774971, -0.0364279, -0.0785536, -0.115773, 0.112797, 0.725785, 0.442752, 0.0107207, 0.360111, -0.0560794, 0.274884, -0.171125, -0.137213, -0.0410261, 0.14708, -0.049367, -0.226383, -0.146474, 0.132024, -0.327182, 0.198315, 0.0201795, -0.121401, -0.1062, 0.461513, 0.305247, 0.240711, 0.0711377, -0.605962, 0.33068, 0.210358, -0.635864, 0.0731241, -0.0392991, 0.108935, 0.0997703, 0.33093, -0.0586231, 0.412853, 0.152474, -0.176257, 0.0456698, 0.276092, -0.215733, -0.45349, -0.336056, -0.331945, -0.153759, 0.309861, 0.323977, 0.274749, 0.618102, -0.620292, -0.119835, 0.0415585, 0.054208, 0.257517, -0.203529, -0.460806, 0.0836701, 0.419697, -0.0708743, 0.414895, -0.237661, 0.136529, 0.0879748, 0.0366794, 0.279592, -0.1946, 0.0533615, -0.0822002, 0.136644, 0.266221, -0.459853, -0.351281, 0.331684, 0.0897024, 0.164423, 0.170786, 0.149131, -0.125548, -0.252516, -0.175574, -0.03218, 0.298294, -0.305995, -0.0738837, -0.257279, -0.231914, -0.182628, 0.112252, -0.196406, -0.121868, -0.250727, 0.225316, -0.232647, -0.148382, 0.31303, -0.210348, -0.0419995, 0.390223, -0.158349, -0.574295, 0.0533866, 0.286672, -0.236877, 0.278023, 0.403579, -0.245357, 0.176275, 0.0625987, 0.155692, -0.184058, -0.279793, 0.597819, 0.35432, -0.317089]""",手动
"""[0.049134, 0.28481, -0.154706, 0.136965, -0.20899, -0.226646, 0.483577, -0.232996, 0.564124, -0.425901, -0.372123, -0.407697, 0.848484, 0.239502, -0.027293, -0.552056, 0.23972, -0.529337, -0.042332, 1.01808, 0.2764, 0.357897, 0.575587, -0.327757, 0.02252, -0.120898, -0.388476, 0.351593, -0.428394, 0.500829, 0.510079, 0.625444, 0.508264, 0.387758, -0.0194126, -0.158378, -0.212729, 0.710596, 0.238321, -0.314268, -0.005129, -0.473092, 0.633171, 0.112977, 0.852134, -0.266365, -0.245408, 0.324357, 0.865467, 0.596352, 0.082339, -0.49266, 0.195689, 0.532484, 0.161424, 0.153595, -0.139009, -1.09003, 0.823998, -0.231276, 0.776373, 0.304604, -0.0535983, -0.0309753, 0.352389, 0.33222, 0.0775585, -0.0294513, -0.0923506, -0.065961, 0.164338, 0.196134, 0.0154598, 1.0024, -0.727499, -0.262317, -0.0810223, 0.789687, 0.317574, 0.90875, 0.169099, -0.341132, 1.18559, 0.522165, -0.104333, 0.39653, 0.384012, 0.38854, 0.113186, 1.03594, 0.50742, -0.299127, -0.285259, 0.50812, 0.320349, 0.086391, 0.126039, 0.12463, -0.984198, -0.272412, 0.0220562, 0.952928, 0.817263, 0.367337, 0.691967, -0.341274, -1.31356, -0.698929, 0.84731, -0.160448, 0.0009415, -0.261662, -0.212433, -0.54449, 0.669772, 0.516893, 0.0350695, -0.102965, 0.026504, 0.232053, -0.085675, -0.410827, 0.084766, 0.123546, -0.178121, 0.498551, 0.360135, 0.352994]""",舒适版
"""[0.406331, 0.190838, -0.118236, -0.192681, -0.377585, 0.0633003, 0.028775, 0.0515945, -0.049766, -0.0852732, -0.180967, -0.148849, 0.307206, 0.0670261, 0.280021, -0.355832, 0.279359, 0.144703, -0.00135593, 0.256827, 0.070847, -0.276596, 0.19692, -0.0496364, -0.414184, -0.16079, 0.524684, 0.511275, 0.191492, -0.0484706, 0.192064, -0.0457544, 0.474905, -0.430522, -0.0927051, -0.26563, -0.134709, 0.107903, 0.210171, -0.101271, -0.195225, 0.17572, 0.562179, -0.035735, 0.0402555, 0.0400679, 0.278562, 0.216473, 0.132074, -0.0441349, 0.266, 0.0521527, -0.277632, 0.0794224, 0.594881, -0.10637, -0.159188, 0.108847, 0.0511398, -0.491982, -0.124087, -0.232499, 0.0938168, -0.353709, -0.229212, -0.0852488, 0.511058, -0.456732, -0.491541, 0.0579174, -0.395127, 0.364539, 0.0413356, 0.440928, 0.231268, -0.392994, 0.297515, -0.00365252, 0.0395707, 0.0639668, 0.122999, 0.210972, 0.209756, 0.0686819, 0.0345724, -0.0736778, 0.0236344, 0.317319, 0.207057, 0.369672, -0.00868455, -0.0446309, -0.0678125, 0.0745937, -0.410691, 0.321126, -0.222239, -0.278416, -0.376138, -0.263152, 0.203541, 0.204748, 0.289608, -0.414626, -0.109252, 0.0527135, -0.0543373, -0.081197, 0.332528, 0.198757, -0.312977, -0.159799, 0.265807, -0.257391, -0.478932, 0.116423, -0.145883, -0.325481, -0.127115, -0.0834304, -0.295639, -0.0969962, 0.0551389, -0.317016, -0.0921658, 0.0361218, -0.232903, -0.0452775]""",20
"""[-0.426398, 0.0419196, -0.606046, -0.703013, -0.0393885, -0.372357, 0.404643, 0.112799, 0.044084, -0.0192735, -0.6152, 0.173923, 0.574152, 0.252512, 0.772356, -0.569677, 0.283143, -0.238753, 0.179303, 0.694559, -0.303969, 0.461054, 0.681085, 0.308127, -0.522069, -0.761678, -1.09845, -0.22418, -0.169, -0.536778, 0.198635, 0.408383, -0.094106, -0.825937, 0.129225, 0.730002, 0.61908, 0.452858, 0.0950231, -0.333349, -1.19762, -0.607879, 0.918677, 0.479933, 0.091801, 0.771461, -0.655981, 0.125501, -0.655165, 0.444508, 0.152233, -0.310032, -0.515438, 0.531378, 0.267663, 0.421685, -0.115844, 0.041288, 0.421219, 0.303925, -0.294118, 0.386122, -0.104635, -0.203777, 0.182794, -0.225157, 0.404838, 0.042218, -1.04924, -0.640855, -0.708405, -0.326908, -0.167674, 0.105764, -0.175732, -0.35578, 0.548097, -0.027236, 0.295037, 0.739146, 0.228535, -0.522893, -0.37713, 0.0004304, 0.145855, 0.656877, 0.09036, 0.855242, 0.566077, 0.916686, 0.071255, -1.05546, 0.262412, 0.106222, -1.03834, 0.252764, 0.210655, 0.0923588, 0.118236, -0.7089, 0.186105, 0.688396, 0.696362, -0.106289, -0.266904, 0.48289, -0.996887, -0.343493, 0.213667, 1.03591, -0.624847, 0.372411, -0.017809, -0.584239, -0.530859, -0.285736, -0.781614, 0.0193933, -0.736484, 0.580129, -0.443085, -0.0246704, 0.26459, 0.310659, -0.165318, -0.0091715, -0.432502, -0.232252]""",万到
"""[0.498286, 0.40207, 0.0285892, -0.318113, -0.449026, -0.148178, -0.0683788, 0.101564, -0.192631, -0.164947, -0.283851, -0.316748, 0.13629, 0.0222512, 0.436683, -0.254109, 0.288225, 0.211505, 0.115505, 0.270588, -0.0771583, -0.392935, 0.240924, 0.0583421, -0.532737, -0.115164, 0.443999, 0.277149, 0.264712, -0.0951308, -0.0489979, -0.273699, 0.213319, -0.417833, -0.28919, -0.0302771, -0.0730603, 0.00819028, 0.163019, -0.196221, -0.00598802, 0.258208, 0.454622, 0.0552349, 0.120484, 0.196169, 0.168431, 0.224181, 0.250602, -0.250118, 0.255338, 0.0864418, -0.188609, 0.0427512, 0.629121, -0.0746679, -0.210322, 0.210395, 0.145893, -0.399986, -0.0980131, -0.0613848, 0.0574103, -0.372615, -0.274744, -0.219053, 0.274774, -0.311867, -0.598855, 0.0387789, -0.282043, 0.526079, -0.163047, 0.407123, 0.000353624, -0.520209, 0.240953, -0.166754, 0.14275, 0.0576373, 0.35667, 0.0035181, 0.0476791, 0.233125, 0.256536, 0.0112049, 0.0145102, 0.0578691, 0.177505, 0.465217, -0.0119951, -0.0196099, 0.0347928, -0.0562388, -0.0236082, 0.345286, -0.212768, -0.185348, -0.248963, -0.347267, 0.274094, 0.154334, 0.304997, -0.236263, -0.439384, 0.0437134, -0.385902, 0.179437, 0.249737, 0.140127, -0.344198, -0.203985, 0.289671, -0.184596, -0.339812, -0.174216, -0.215628, -0.426332, -0.429509, 0.0634072, 0.0818051, 0.0722346, -0.0503537, -0.219075, -0.0589344, 0.00251273, -0.267931, -0.116115]""",30
"""[-0.194415, 0.0612973, -0.400731, -0.409941, 0.0888325, -0.647494, 0.0280987, -0.138046, 0.0400563, 0.00308206, -0.226352, 0.116951, 0.389524, 0.139807, 0.0609232, -0.262544, 0.0688198, -0.153292, 0.22866, 0.596741, -0.269201, 0.384536, 0.611087, 0.0664692, -0.314099, -0.479684, -0.507076, 0.0404818, -0.202146, -0.415588, -0.0957297, -0.0448438, -0.228123, -0.560402, 0.0294896, 0.388064, -0.224703, 0.223977, -0.0657019, -0.0450408, -0.643127, -0.100134, 0.579715, 0.0263563, -0.174095, -0.0244245, 0.0432373, 0.245861, -0.733486, 0.216917, 0.0588789, 0.0622587, -0.528752, 0.288485, -0.138146, 0.250028, -0.320984, 0.318575, 0.441823, 0.474024, -0.520967, 0.0772821, 0.0336871, -0.284824, -0.014152, 0.0282471, 0.41215, -0.256897, -0.824176, -0.320926, -0.193002, 0.083091, -0.385286, 0.0473647, 0.124146, -0.185245, 0.335119, -0.0794154, 0.0435142, 0.472578, 0.13782, -0.0908919, -0.263734, -0.0209911, 0.346936, 0.628406, 0.245435, 0.452154, -0.0118039, 0.460824, 0.23595, -0.24834, 0.341903, -0.0319734, -0.533348, 0.0900935, -0.363236, 0.172167, -0.0933569, -0.429204, 0.579574, 0.298394, 0.557114, -0.198466, -0.345525, -0.0402249, -0.711746, 0.104197, 0.18974, 0.290109, -0.0625593, 0.270024, -0.12026, -0.228831, -0.279157, -0.256999, -0.237193, 0.0396372, -0.0025854, 0.37221, 0.147808, 0.0693815, 0.0175944, -0.114629, -0.297385, 0.0972925, -0.142558, -0.495268]""",万
"""[0.168415, 0.0975052, -0.357668, -0.0427834, -0.121888, 0.013213, 0.186274, 0.112656, 0.058701, 0.300407, 0.0977744, -0.213837, 0.412464, 0.102706, 0.385151, -0.285033, 0.240005, -0.206277, 0.0728363, 0.296208, -0.282585, 0.284828, 0.0616631, -0.264045, -0.199133, 0.05256, 0.364082, 0.32256, 0.285095, -0.247216, 0.367165, 0.31818, 0.199655, 0.22204, -0.292637, -0.330567, 0.461796, -0.22512, 0.165605, -0.560542, -0.107034, -0.21266, 0.625994, 0.182532, -0.127501, 0.108079, -0.799313, 0.0949728, -0.253973, 0.0849296, 0.309408, -0.709971, -0.408956, 0.169117, 0.155996, 0.039453, 0.308359, -0.24979, 0.120627, 0.158407, 0.281324, 0.374883, 0.195317, 0.119751, 0.116795, 0.033839, -0.119444, 0.139937, -0.153019, -0.549471, -0.325586, -0.514221, 0.240588, -0.0763269, -0.249081, 0.266296, 0.318487, 0.120336, -0.00161386, 0.124132, 0.199242, -0.372848, 0.0358925, -0.275228, -0.0383976, -0.102496, 0.0952769, 0.309159, 0.358207, 0.438105, 0.204348, 0.0159362, 0.300886, 0.451931, -0.0193948, 0.15677, 0.224976, 0.166355, 0.0547043, -0.102787, -0.189933, 0.0379374, 0.291815, -0.121686, 0.61608, 0.323499, -0.0159166, -0.249253, 0.202469, 0.385964, -0.388447, 0.00373036, 0.0542954, -0.265564, -0.543497, -0.391296, -0.356163, 0.203661, -0.498212, 0.444705, -0.667305, 0.184041, 0.10621, -0.0950458, 0.0984469, 0.102079, -0.0492732, -0.0364576]""",有
"""[0.100674, -0.0430269, 0.317261, 0.577092, -0.243804, 0.46912, 0.171851, -0.150181, 0.0782859, 0.265261, 0.0494325, -0.312979, 0.351705, -0.0462364, 0.293032, -0.137777, 0.435627, -0.0707849, 0.0992283, -0.165035, 0.0368433, -0.173037, 0.487865, -0.0548739, -0.286808, -0.247324, 0.358134, -0.674254, 0.203649, 0.236497, 0.412323, 0.497726, 0.334436, 0.0716561, -0.0161257, 0.149429, -0.290473, -0.161052, 0.525261, 0.304337, -0.0982159, 0.11282, 0.0521042, 0.169881, 1.02907, 0.0510893, -0.0355166, 0.852097, 0.0743906, -0.646041, 0.229159, -0.0409808, -0.0869542, 0.16325, 0.591992, 0.227384, 0.680383, -0.400874, -0.0589605, -0.361821, -0.152714, -0.00493914, -0.251364, -0.0022512, -0.124077, 0.262326, -0.111303, -0.455618, -0.0719222, -0.394, -0.460079, -0.108843, 0.461542, -0.28346, -0.436727, -0.530268, 0.352889, 0.0522365, -0.408915, 0.473457, -0.354653, -0.233326, 0.181794, -0.243231, -0.166032, 0.00596579, 0.231863, -0.00252627, 0.879015, 0.533089, -0.212129, -0.699008, -0.671078, 0.409754, 0.120847, -0.0843726, 0.308386, 0.0223711, -0.151063, -0.438767, 0.172662, 0.295756, -0.182523, -0.191595, -0.304796, 0.810481, -0.136746, 0.0123611, -0.167986, -0.748006, 0.188233, 0.608507, 0.605165, -0.318529, -0.380256, 0.326741, -0.477095, -0.592704, -0.752009, 0.357082, 0.232477, -0.0868986, 0.463594, -0.666824, 0.00092002, 0.148721, -0.298394, 0.270235]""",哪些
"""[-0.314672, 0.0118744, -0.000784679, 0.334001, 0.0400425, -0.152631, -0.044445, -0.0280732, 0.391523, 0.32214, -0.214194, -0.131087, 0.381674, 0.205911, 0.244709, 0.119734, -0.257534, 0.174664, -0.0942344, 0.16872, -0.361312, 0.0822361, 0.30513, 0.082228, 0.171109, -0.423414, 0.378808, -0.0865441, 0.154149, 0.109104, 0.307476, 0.742009, 0.148466, 0.11165, -0.0265949, -0.0899284, -0.0434425, -0.336953, 0.388539, -0.22562, -0.0781964, 0.208462, 0.334643, -0.0495537, 0.236779, 0.293338, -0.1848, 0.697607, -0.0556056, -0.0813331, 0.439222, 0.277077, 0.014939, 0.0962186, 0.132679, 0.242379, -0.355645, -0.285544, 0.137329, 0.18232, -0.0892464, 0.563733, -0.0100759, -0.00627453, -0.278798, 0.190976, 0.0391988, -0.00676021, -0.555926, 0.295263, -0.121886, -0.275336, -0.304355, 0.0420892, 0.0794443, -0.0866254, 0.0835305, -0.159622, 0.0323531, 0.219379, 0.106014, 0.117706, -0.0519486, 0.136359, -0.494632, 0.189455, -0.116058, 0.107352, -0.176728, -0.104684, 0.0741341, 0.560335, -0.245043, 0.23867, -0.13255, 0.638991, -0.0974722, -0.164264, -0.263753, -0.0745947, 0.340583, 0.0250975, 0.233607, -0.0967267, -0.0993593, -0.0435141, 0.239203, -0.102027, -0.0794837, 0.123366, -0.0438829, 0.139516, -0.333151, -0.19594, -0.085207, 0.246736, 0.0365805, -0.0364319, 0.220631, 0.123174, -0.367641, 0.0101677, 0.289545, -0.00887381, -0.165708, 0.328058, 0.0788227, 0.272239]""",推荐
"""[-0.592559, 0.342304, 0.11734, 0.338793, -0.419929, 0.760095, 0.836847, 0.16554, 0.0728798, -0.0723485, -0.018561, 0.484336, 0.149897, -0.0801644, 0.245028, 0.706669, 0.050608, -0.199425, 0.570222, 1.13521, 0.008999, 0.418334, -0.0524443, -0.305349, -0.565809, -0.00555149, 0.614343, 0.230053, 0.279836, -0.304739, 0.82869, -0.624141, 0.421824, -0.738019, -0.0645873, -0.0470046, 0.350167, -0.384224, -0.0237854, -0.570042, -0.476807, -0.130603, 0.17625, 0.744276, -0.370989, 0.320496, -0.162478, 0.987472, -0.439834, 0.328954, 0.0295914, -0.39546, -0.60339, 0.422098, 0.260778, -0.221677, 0.301347, -1.03425, -0.214971, 0.251674, -0.452886, 0.159584, 0.094616, 0.378625, 0.599539, -0.110398, 0.0783796, 0.0835828, 0.305199, -0.345731, -0.789295, 0.133248, -0.279661, -0.100687, 0.335793, 0.417711, 0.839363, -0.378357, 0.351456, -0.450394, -0.339822, -0.0753469, -0.146966, 0.972396, 0.245925, 1.20326, 0.246793, -0.215029, 0.264983, 0.439611, 0.0566684, -0.709192, 0.0327591, 0.411103, -0.019207, 0.457531, 0.23463, -0.10084, 0.0635784, 0.0364623, 0.146533, 0.457248, -0.599044, -0.138867, 0.708858, -0.062277, 0.172209, -0.500594, -0.572709, -0.447242, -0.926795, 0.042545, 0.148687, -0.252634, -0.373721, -0.583356, -0.717659, -0.262242, -0.48005, 0.432524, -0.273715, 0.0284146, -0.719528, -0.526538, 0.216433, -0.122345, -0.399066, 0.0697636]""",我想
"""[-0.00299188, -0.0257958, 0.0511318, 0.0100597, 0.0670948, 0.0100166, -0.0120356, 0.0163981, -0.0458354, -0.00927427, 0.0316116, 0.00196218, 0.0360715, -0.0160141, -0.0362019, -0.00822921, -0.101893, -0.053761, 0.00387108, 0.0163449, -0.0308259, 0.0538688, -0.07617, -0.0126428, -0.0308163, -0.0190328, 0.0703147, 0.0296742, 0.0282648, 0.015722, 0.0285653, 0.0290773, -0.0928197, 0.0361994, 0.0425904, 0.0520165, -0.0343875, -0.0385431, 0.00410807, -0.0179619, 0.0050696, 0.033378, 0.0161683, 0.0414754, -0.0333307, -0.0471021, -0.0430937, -0.0151843, -0.00600653, 0.020524, -0.0146294, 0.000769059, -0.0345321, 0.0155127, -0.0166101, 0.0760396, -0.0511586, 0.00554933, 0.0435513, -0.079445, -0.0308314, -0.0231076, 0.0794237, -0.0522942, -0.0107427, -0.00830776, -0.0700119, -0.041137, 0.0437188, -0.00276562, -0.0436672, -0.00338956, 0.0501115, -0.0405577, 0.00251165, 0.0218808, 0.0139309, 0.0160035, -0.0320514, -0.00320999, -0.0683569, -0.0121013, -0.0286197, -0.0169645, -0.0228968, 0.0238642, 0.022505, 0.00687889, -0.0293267, -0.00205791, 0.0807481, -0.0510237, -0.053112, -0.00579549, -0.0323839, -0.0275275, -0.0677646, 0.0153502, -0.0302582, 0.0203568, -0.062115, 0.00387032, -0.0722394, 0.0410011, -0.0215636, 0.0182627, 0.041216, 0.0435986, 0.0228169, -0.000661583, 0.0438874, -0.0606038, 9.76062e-05, 0.0584897, -0.00215151, 0.0134388, 0.0391811, 0.0155707, -0.0101102, 0.01212, -0.0321035, -0.0281005, -0.0768564, -0.0569245, 0.0216642, -0.00451936, -0.0457604, 0.0221303]""",二三十万
"""[-0.190554, 0.0030321, -0.787094, -0.089392, -0.0294965, -0.675741, 0.009546, 0.120645, 0.05561, -0.131164, -0.554709, 0.037982, 0.308638, 0.46784, 0.199251, -0.085193, 0.323811, -0.337002, 0.484981, 1.41153, -0.374468, 0.848861, 0.836581, -0.0916378, -0.016542, -1.09276, -0.103364, 0.345873, -0.137964, -0.68675, -0.300941, 0.0535062, -0.450898, -0.430238, 0.0659585, 0.758571, -0.694952, 0.471306, -0.0805017, -0.216, -0.722686, 0.256598, 0.402569, -0.0289206, 0.007834, 0.14819, 0.200199, 0.512312, -1.20267, 0.55681, 0.0120881, -0.328458, -0.720239, 0.801906, 0.153416, -0.127526, -0.72964, 0.262943, 0.297666, 0.582147, -0.561084, 0.359224, -0.0097309, -0.585389, -0.153906, -0.0109621, 0.735033, -0.512515, -1.4325, -0.654798, -0.312939, -0.04186, -0.562237, -0.493679, 0.248173, -0.048295, 0.775644, 0.410844, -0.0330006, 0.323021, 0.539038, -0.21957, -0.327982, -0.183099, 0.746932, 0.93997, 0.72328, 0.088219, 0.110149, 0.623904, 0.183716, 0.160875, 0.560128, -0.0664847, -0.754944, 0.217328, -0.311049, -0.116359, -0.61287, -0.677054, 0.653067, 0.265359, 0.891728, 0.285206, -0.386686, -0.347059, -0.705891, 0.0512069, -0.016018, -0.209591, 0.0608237, 0.495245, -0.288479, -0.833635, 0.023809, -0.123887, -0.590359, -0.0961228, 0.520108, 0.252963, -0.248054, 0.303575, 0.0588435, -0.0412116, -0.186985, 0.359064, -0.280345, -1.08392]""",万左右
